,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
3986,200501EO41489,531900.0,186150.0,-0.098672,51.558765,1,3,2,1,09/11/2005,4,18:56,3,E09000019,3,1201,One way street,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002749,2005
3987,200501EO41490,526560.0,185150.0,-0.176022,51.551,1,3,2,1,07/11/2005,2,09:15,2,E09000007,4,511,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000881,2005
3988,200501EO41494,529080.0,184030.0,-0.140107,51.540364,1,3,1,2,29/12/2005,5,15:55,2,E09000007,3,503,Single carriageway,30,Automatic traffic signal,3,400,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000856,2005
3989,200501EO41500,531450.0,183220.0,-0.106254,51.532539,1,3,2,1,28/12/2005,4,17:00,3,E09000019,3,1,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01002696,2005
3990,200501EO41501,530200.0,181650.0,-0.124845,51.518719,1,3,1,1,30/12/2005,6,16:00,2,E09000007,5,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lighting unknown,Fine without high winds,Dry,None,None,1,No,E01000918,2005
3991,200501EO41504,528560.0,185800.0,-0.146954,51.55639,1,3,3,1,21/09/2005,4,16:10,2,E09000007,4,518,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000912,2005
3992,200501EO41510,530120.0,182410.0,-0.125717,51.525567,1,3,1,1,31/12/2005,7,21:27,2,E09000007,5,0,Single carriageway,30,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000943,2005
3993,200501EO41517,529460.0,186790.0,-0.133615,51.565081,1,3,2,1,06/12/2005,3,09:00,3,E09000019,3,1,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002772,2005
3994,200501EO41521,529870.0,185070.0,-0.128338,51.54953,1,3,1,1,13/12/2005,3,09:00,3,E09000019,3,503,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002783,2005
3995,200501EO49046,531430.0,182050.0,-0.106978,51.522029,1,3,3,2,07/10/2005,6,08:20,3,E09000019,3,5201,Single carriageway,30,Automatic traffic signal,3,201,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000916,2005
3996,200501EO49048,530570.0,185400.0,-0.118126,51.552334,1,3,1,2,26/10/2005,4,16:50,3,E09000019,3,5203,One way street,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002762,2005
3997,200501EO49079,525970.0,184260.0,-0.184845,51.543134,1,3,5,2,31/12/2005,7,09:44,2,E09000007,6,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Other,Wet/Damp,None,None,1,Yes,E01000962,2005
3998,200501EO49110,530360.0,181610.0,-0.122555,51.518322,1,3,1,1,16/11/2005,4,00:02,2,E09000007,3,401,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lighting unknown,Fine without high winds,Dry,None,None,1,Yes,E01000914,2005
3999,200501EO49111,530110.0,181450.0,-0.126215,51.516942,1,3,3,2,10/11/2005,5,17:15,2,E09000007,3,40,Dual carriageway,30,Automatic traffic signal,3,40,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000919,2005
4000,200501EO49113,529000.0,185120.0,-0.14086,51.550178,1,3,4,1,26/11/2005,7,12:12,2,E09000007,3,400,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000928,2005
4001,200501EO49166,529230.0,183200.0,-0.138249,51.532871,1,3,1,1,11/12/2005,1,01:30,2,E09000007,3,400,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000947,2005
4002,200501EO49196,531420.0,183330.0,-0.106645,51.533534,1,3,1,1,05/08/2005,6,18:24,3,E09000019,4,515,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002696,2005
4003,200501EO49238,530210.0,182070.0,-0.124546,51.522491,1,3,2,1,12/11/2005,7,11:26,2,E09000007,6,0,Single carriageway,30,Giveway or uncontrolled,4,502,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000855,2005
4004,200501EO49253,531390.0,184940.0,-0.106477,51.54801,1,3,3,1,17/12/2005,7,23:55,3,E09000019,3,1,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002795,2005
4005,200501FH00001,522300.0,180080.0,-0.239192,51.506373,1,2,2,1,06/01/2005,5,09:44,11,E09000013,3,4020,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001860,2005
4006,200501FH00003,522590.0,180970.0,-0.234706,51.514309,1,2,1,1,09/01/2005,1,19:42,11,E09000013,3,40,Single carriageway,50,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01001958,2005
4007,200501FH00004,522080.0,180100.0,-0.242353,51.5066,1,3,2,1,07/01/2005,6,12:00,11,E09000013,3,4020,Single carriageway,30,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001861,2005
4008,200501FH00005,525090.0,177080.0,-0.200074,51.478801,1,3,1,1,09/01/2005,1,21:45,11,E09000013,3,304,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01001947,2005
4009,200501FH00007,522850.0,180060.0,-0.231278,51.506074,1,3,1,1,07/01/2005,6,14:52,11,E09000013,3,4020,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001942,2005
4010,200501FH00010,523680.0,177710.0,-0.220148,51.484773,1,3,1,1,04/01/2005,3,18:45,11,E09000013,3,219,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001891,2005
4011,200501FH00012,521490.0,179650.0,-0.251005,51.502683,1,3,1,1,12/01/2005,4,15:30,11,E09000013,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01001859,2005
4012,200501FH00014,523510.0,181070.0,-0.221419,51.515007,1,3,3,1,13/01/2005,5,13:30,11,E09000013,3,3220,Single carriageway,50,Giveway or uncontrolled,3,40,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002877,2005
4013,200501FH00015,524250.0,175760.0,-0.212628,51.467123,1,3,2,1,17/01/2005,2,15:14,11,E09000013,3,219,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,,2005
4014,200501FH00016,523680.0,179720.0,-0.219444,51.502837,1,3,1,1,20/01/2005,5,18:17,11,E09000013,6,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001857,2005
4015,200501FH00018,523630.0,177870.0,-0.220811,51.486222,1,3,2,1,22/01/2005,7,12:06,11,E09000013,3,219,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001890,2005
4016,200501FH00019,525610.0,175600.0,-0.193116,51.465385,1,2,1,1,22/01/2005,7,14:00,11,E09000013,6,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001934,2005
4017,200501FH00021,524400.0,176000.0,-0.210385,51.469247,1,2,2,1,14/01/2005,6,16:30,11,E09000013,3,219,One way street,30,Automatic traffic signal,3,308,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01001915,2005
4018,200501FH00022,525670.0,176900.0,-0.19179,51.477055,1,3,2,1,20/01/2005,5,13:50,11,E09000013,3,308,Single carriageway,30,Automatic traffic signal,4,318,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01001923,2005
4019,200501FH00023,523810.0,179640.0,-0.2176,51.50209,1,3,2,1,25/01/2005,3,07:56,11,E09000013,6,0,Roundabout,20,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01001852,2005
4020,200501FH00025,525990.0,177170.0,-0.187089,51.47941,1,3,1,1,06/01/2005,5,16:30,11,E09000013,3,308,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01001920,2005
4021,200501FH00026,522540.0,180900.0,-0.235451,51.513691,1,3,1,1,17/01/2005,2,07:45,11,E09000013,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001958,2005
4022,200501FH00027,522670.0,178580.0,-0.234384,51.492812,1,3,1,1,18/01/2005,3,17:52,11,E09000013,3,315,One way street,30,Giveway or uncontrolled,3,315,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001894,2005
4023,200501FH00028,521630.0,180890.0,-0.248562,51.513797,1,3,1,1,28/01/2005,6,21:25,27,E09000009,3,40,Dual carriageway,40,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01001959,2005
4024,200501FH00029,523750.0,178900.0,-0.218723,51.495453,1,3,2,1,27/01/2005,5,10:51,11,E09000013,6,0,One way street,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001869,2005
4025,200501FH00030,524670.0,177430.0,-0.205996,51.482039,1,3,1,1,24/01/2005,2,09:12,11,E09000013,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001882,2005
4026,200501FH00032,523300.0,179690.0,-0.224926,51.502651,1,2,1,1,27/01/2005,5,18:00,11,E09000013,6,0,Single carriageway,30,Giveway or uncontrolled,3,402,None within 50 metres,Central refuge,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01001943,2005
4027,200501FH00033,523390.0,178690.0,-0.22398,51.493644,1,3,3,1,25/01/2005,3,07:00,11,E09000013,3,219,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01001898,2005
4028,200501FH00036,525340.0,177230.0,-0.196423,51.480094,1,3,2,1,28/01/2005,6,12:05,11,E09000013,3,304,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01001880,2005
4029,200501FH00037,524090.0,176640.0,-0.214621,51.475067,1,3,2,1,31/01/2005,2,08:20,11,E09000013,3,219,One way street,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001915,2005
4030,200501FH00038,521840.0,180310.0,-0.245737,51.508539,1,2,4,1,31/01/2005,2,18:06,11,E09000013,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001243,2005
4031,200501FH00039,523300.0,180540.0,-0.224629,51.51029,1,2,3,1,19/01/2005,4,11:34,11,E09000013,3,219,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001943,2005
4032,200501FH00040,523510.0,178050.0,-0.222476,51.487866,1,3,1,1,18/01/2005,3,16:30,11,E09000013,3,219,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001891,2005
4033,200501FH00041,522990.0,180260.0,-0.229192,51.507841,1,3,2,1,29/01/2005,7,18:30,11,E09000013,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001946,2005
4034,200501FH00043,522610.0,180460.0,-0.234595,51.509721,1,3,2,1,13/01/2005,5,08:00,11,E09000013,5,0,Roundabout,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01001960,2005
4035,200501FH00044,523380.0,178640.0,-0.224141,51.493197,1,3,2,1,22/01/2005,7,14:50,11,E09000013,3,315,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001898,2005
4036,200501FH00046,522150.0,180520.0,-0.2412,51.51036,1,3,2,2,02/01/2005,1,18:00,11,E09000013,6,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01001956,2005
4037,200501FH00048,523440.0,179920.0,-0.22283,51.504687,1,3,2,1,27/01/2005,5,08:47,11,E09000013,3,4020,One way street,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01001943,2005
4038,200501FH00049,523180.0,181060.0,-0.226176,51.51499,1,3,2,1,29/01/2005,7,12:10,11,E09000013,3,40,Dual carriageway,30,Automatic traffic signal,3,219,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001874,2005
4039,200501FH00050,523590.0,177940.0,-0.221363,51.48686,1,3,1,1,28/01/2005,6,17:45,11,E09000013,3,219,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01001891,2005
4040,200501FH00051,522310.0,182950.0,-0.238052,51.532165,1,3,1,1,31/01/2005,2,20:54,28,E09000005,3,404,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000535,2005
4041,200501FH00052,523950.0,177000.0,-0.21651,51.478333,1,3,2,1,26/01/2005,4,18:45,11,E09000013,6,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01001904,2005
4042,200501FH00053,523300.0,181090.0,-0.224437,51.515233,1,3,2,1,30/01/2005,1,00:32,11,E09000013,3,40,Dual carriageway,50,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001874,2005
4043,200501FH00054,523470.0,179140.0,-0.222671,51.497671,1,3,2,1,27/01/2005,5,15:07,11,E09000013,3,219,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001856,2005
4044,200501FH00056,524620.0,176190.0,-0.207152,51.470906,1,3,2,1,26/01/2005,4,16:10,11,E09000013,3,308,Single carriageway,30,None,-1,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01001952,2005
4045,200501FH00057,523310.0,179960.0,-0.224688,51.505075,1,3,2,2,18/03/2005,6,22:15,11,E09000013,3,219,Dual carriageway,30,Automatic traffic signal,3,4020,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,Roadworks,None,1,Yes,E01001941,2005
4046,200501FH10001,524820.0,178030.0,-0.203625,51.487399,1,3,2,1,02/02/2005,4,09:42,11,E09000013,4,317,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001912,2005
4047,200501FH10002,522320.0,178630.0,-0.239406,51.493337,1,3,2,1,06/02/2005,1,11:04,11,E09000013,3,315,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001932,2005
4048,200501FH10003,522650.0,178820.0,-0.234589,51.494973,1,2,2,1,05/02/2005,7,10:23,11,E09000013,4,408,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001932,2005
4049,200501FH10004,523360.0,178620.0,-0.224436,51.493021,1,3,1,1,03/02/2005,5,23:45,11,E09000013,3,219,Roundabout,30,Automatic traffic signal,3,219,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001898,2005
4050,200501FH10005,523300.0,180530.0,-0.224633,51.5102,1,3,2,1,01/02/2005,3,18:02,11,E09000013,3,219,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01001943,2005
4051,200501FH10006,524870.0,176320.0,-0.203509,51.472019,1,3,2,1,06/02/2005,1,10:30,11,E09000013,3,308,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001926,2005
4052,200501FH10011,522800.0,178550.0,-0.232523,51.492514,1,3,1,1,07/02/2005,2,16:09,11,E09000013,3,315,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001894,2005
4053,200501FH10012,524140.0,178440.0,-0.21327,51.491233,1,3,1,1,07/02/2005,2,16:00,11,E09000013,6,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001871,2005
4054,200501FH10013,525380.0,176560.0,-0.196085,51.474064,1,3,2,1,07/02/2005,2,09:50,11,E09000013,3,308,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Central refuge,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001924,2005
4055,200501FH10014,522570.0,180090.0,-0.2353,51.506404,1,3,1,1,10/02/2005,5,13:55,11,E09000013,3,4020,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001960,2005
4056,200501FH10015,525110.0,177110.0,-0.199776,51.479066,1,3,1,1,08/02/2005,3,13:10,11,E09000013,3,304,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001953,2005
4057,200501FH10016,522320.0,178630.0,-0.239406,51.493337,1,3,2,1,08/02/2005,3,18:22,11,E09000013,3,315,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001932,2005
4058,200501FH10017,524900.0,177810.0,-0.202551,51.485404,1,3,2,1,10/02/2005,5,17:04,11,E09000013,3,3218,Single carriageway,30,Giveway or uncontrolled,4,317,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01001884,2005
4059,200501FH10019,523160.0,181570.0,-0.226286,51.519577,1,3,1,1,11/02/2005,6,20:05,11,E09000013,4,412,Single carriageway,30,Giveway or uncontrolled,4,412,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002876,2005
4060,200501FH10020,525390.0,177210.0,-0.19571,51.479903,1,3,2,1,06/02/2005,1,01:15,11,E09000013,3,304,Single carriageway,30,Automatic traffic signal,4,318,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001880,2005
4061,200501FH10021,524650.0,178220.0,-0.206005,51.489144,1,3,2,1,11/02/2005,6,14:10,11,E09000013,4,317,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01001908,2005
4062,200501FH10022,522850.0,177890.0,-0.232033,51.486571,1,3,2,1,10/02/2005,5,17:55,24,E09000027,3,306,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01003801,2005
4063,200501FH10023,523970.0,176860.0,-0.216271,51.47707,1,3,2,1,06/02/2005,1,20:30,11,E09000013,3,219,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01001918,2005
4064,200501FH10024,523390.0,178700.0,-0.223976,51.493734,1,3,1,1,11/02/2005,6,16:00,11,E09000013,3,219,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001898,2005
4065,200501FH10026,521750.0,180910.0,-0.246826,51.513951,1,3,2,1,10/02/2005,5,16:00,11,E09000013,3,40,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001959,2005
4066,200501FH10027,525730.0,176130.0,-0.191201,51.470121,1,3,2,1,15/02/2005,3,18:09,11,E09000013,3,217,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001937,2005
4067,200501FH10028,522490.0,182430.0,-0.235639,51.527452,1,3,3,1,16/02/2005,4,16:30,11,E09000013,3,219,Roundabout,30,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001877,2005
4068,200501FH10029,523260.0,181100.0,-0.22501,51.515332,1,3,3,1,21/02/2005,2,19:23,11,E09000013,3,40,Dual carriageway,40,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01001874,2005
4069,200501FH10030,524510.0,178580.0,-0.207893,51.49241,1,3,1,1,14/02/2005,2,18:45,11,E09000013,4,317,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01001872,2005
4070,200501FH10032,522150.0,180100.0,-0.241345,51.506585,1,3,2,1,17/02/2005,5,20:15,11,E09000013,3,4020,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01001954,2005
4071,200501FH10034,523440.0,179920.0,-0.22283,51.504687,1,3,3,1,18/02/2005,6,20:55,11,E09000013,3,4020,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,Roadworks,None,1,Yes,E01001943,2005
4072,200501FH10035,523300.0,179690.0,-0.224926,51.502651,1,3,2,1,19/02/2005,7,07:35,11,E09000013,3,402,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001943,2005
4073,200501FH10036,522360.0,179350.0,-0.238581,51.499799,1,3,2,1,24/02/2005,5,19:05,11,E09000013,3,402,Roundabout,30,Giveway or uncontrolled,4,408,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Snowing with high winds,Wet/Damp,None,None,1,Yes,E01001930,2005
4074,200501FH10037,522500.0,182430.0,-0.235495,51.52745,1,3,2,1,05/02/2005,7,16:00,11,E09000013,3,219,Roundabout,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001877,2005
4075,200501FH10038,522650.0,178820.0,-0.234589,51.494973,1,2,2,1,22/02/2005,3,08:55,11,E09000013,4,408,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01001932,2005
4076,200501FH10039,524530.0,177000.0,-0.208162,51.478206,1,3,2,1,22/02/2005,3,14:12,11,E09000013,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01001901,2005
4077,200501FH10040,523170.0,179990.0,-0.226694,51.505375,1,3,2,1,23/02/2005,4,08:43,11,E09000013,3,4020,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01001941,2005
